cell_names,q1UTMx,q1UTMy,q1UTMz,q2UTMx,q2UTMy,q2UTMz,q3UTMx,q3UTMy,q3UTMz,q4UTMx,q4UTMy,q4UTMz,q5UTMx,q5UTMy,q5UTMz,q6UTMx,q6UTMy,q6UTMz,q7UTMx,q7UTMy,q7UTMz,q8UTMx,q8UTMy,q8UTMz,mptUTMx,mptUTMy,mptUTMz,zoneUTM
c.1697,600.0,3725.0,-30.0,625.0,3725.0,-30.0,600.0,3750.0,-30.0,625.0,3750.0,-30.0,600.0,3725.0,0.0,625.0,3725.0,0.0,600.0,3750.0,0.0,625.0,3750.0,0.0,612.5,3737.5,-15.0,11S
c.1698,600.0,3750.0,-30.0,625.0,3750.0,-30.0,600.0,3775.0,-30.0,625.0,3775.0,-30.0,600.0,3750.0,0.0,625.0,3750.0,0.0,600.0,3775.0,0.0,625.0,3775.0,0.0,612.5,3762.5,-15.0,11S
c.1699,600.0,3775.0,-30.0,625.0,3775.0,-30.0,600.0,3800.0,-30.0,625.0,3800.0,-30.0,600.0,3775.0,0.0,625.0,3775.0,0.0,600.0,3800.0,0.0,625.0,3800.0,0.0,612.5,3787.5,-15.0,11S
c.1700,600.0,3800.0,-30.0,625.0,3800.0,-30.0,600.0,3825.0,-30.0,625.0,3825.0,-30.0,600.0,3800.0,0.0,625.0,3800.0,0.0,600.0,3825.0,0.0,625.0,3825.0,0.0,612.5,3812.5,-15.0,11S
c.1701,600.0,3825.0,-30.0,625.0,3825.0,-30.0,600.0,3850.0,-30.0,625.0,3850.0,-30.0,600.0,3825.0,0.0,625.0,3825.0,0.0,600.0,3850.0,0.0,625.0,3850.0,0.0,612.5,3837.5,-15.0,11S
c.1702,600.0,3850.0,-30.0,625.0,3850.0,-30.0,600.0,3875.0,-30.0,625.0,3875.0,-30.0,600.0,3850.0,0.0,625.0,3850.0,0.0,600.0,3875.0,0.0,625.0,3875.0,0.0,612.5,3862.5,-15.0,11S
c.1703,600.0,3875.0,-30.0,625.0,3875.0,-30.0,600.0,3900.0,-30.0,625.0,3900.0,-30.0,600.0,3875.0,0.0,625.0,3875.0,0.0,600.0,3900.0,0.0,625.0,3900.0,0.0,612.5,3887.5,-15.0,11S
c.1704,600.0,3900.0,-30.0,625.0,3900.0,-30.0,600.0,3925.0,-30.0,625.0,3925.0,-30.0,600.0,3900.0,0.0,625.0,3900.0,0.0,600.0,3925.0,0.0,625.0,3925.0,0.0,612.5,3912.5,-15.0,11S
c.1705,600.0,3925.0,-30.0,625.0,3925.0,-30.0,600.0,3950.0,-30.0,625.0,3950.0,-30.0,600.0,3925.0,0.0,625.0,3925.0,0.0,600.0,3950.0,0.0,625.0,3950.0,0.0,612.5,3937.5,-15.0,11S
c.1706,600.0,3950.0,-30.0,625.0,3950.0,-30.0,600.0,3975.0,-30.0,625.0,3975.0,-30.0,600.0,3950.0,0.0,625.0,3950.0,0.0,600.0,3975.0,0.0,625.0,3975.0,0.0,612.5,3962.5,-15.0,11S
c.1707,600.0,3975.0,-30.0,625.0,3975.0,-30.0,600.0,4000.0,-30.0,625.0,4000.0,-30.0,600.0,3975.0,0.0,625.0,3975.0,0.0,600.0,4000.0,0.0,625.0,4000.0,0.0,612.5,3987.5,-15.0,11S
c.1708,600.0,4000.0,-30.0,625.0,4000.0,-30.0,600.0,4025.0,-30.0,625.0,4025.0,-30.0,600.0,4000.0,0.0,625.0,4000.0,0.0,600.0,4025.0,0.0,625.0,4025.0,0.0,612.5,4012.5,-15.0,11S
c.1709,600.0,4025.0,-30.0,625.0,4025.0,-30.0,600.0,4050.0,-30.0,625.0,4050.0,-30.0,600.0,4025.0,0.0,625.0,4025.0,0.0,600.0,4050.0,0.0,625.0,4050.0,0.0,612.5,4037.5,-15.0,11S
c.1710,600.0,4050.0,-30.0,625.0,4050.0,-30.0,600.0,4075.0,-30.0,625.0,4075.0,-30.0,600.0,4050.0,0.0,625.0,4050.0,0.0,600.0,4075.0,0.0,625.0,4075.0,0.0,612.5,4062.5,-15.0,11S
c.1711,600.0,4075.0,-30.0,625.0,4075.0,-30.0,600.0,4100.0,-30.0,625.0,4100.0,-30.0,600.0,4075.0,0.0,625.0,4075.0,0.0,600.0,4100.0,0.0,625.0,4100.0,0.0,612.5,4087.5,-15.0,11S
c.1712,600.0,4100.0,-30.0,625.0,4100.0,-30.0,600.0,4125.0,-30.0,625.0,4125.0,-30.0,600.0,4100.0,0.0,625.0,4100.0,0.0,600.0,4125.0,0.0,625.0,4125.0,0.0,612.5,4112.5,-15.0,11S
c.1713,600.0,4125.0,-30.0,625.0,4125.0,-30.0,600.0,4150.0,-30.0,625.0,4150.0,-30.0,600.0,4125.0,0.0,625.0,4125.0,0.0,600.0,4150.0,0.0,625.0,4150.0,0.0,612.5,4137.5,-15.0,11S
c.1714,600.0,4150.0,-30.0,625.0,4150.0,-30.0,600.0,4175.0,-30.0,625.0,4175.0,-30.0,600.0,4150.0,0.0,625.0,4150.0,0.0,600.0,4175.0,0.0,625.0,4175.0,0.0,612.5,4162.5,-15.0,11S
c.1715,600.0,4175.0,-30.0,625.0,4175.0,-30.0,600.0,4200.0,-30.0,625.0,4200.0,-30.0,600.0,4175.0,0.0,625.0,4175.0,0.0,600.0,4200.0,0.0,625.0,4200.0,0.0,612.5,4187.5,-15.0,11S
c.1716,600.0,4200.0,-30.0,625.0,4200.0,-30.0,600.0,4225.0,-30.0,625.0,4225.0,-30.0,600.0,4200.0,0.0,625.0,4200.0,0.0,600.0,4225.0,0.0,625.0,4225.0,0.0,612.5,4212.5,-15.0,11S
c.1717,600.0,4225.0,-30.0,625.0,4225.0,-30.0,600.0,4250.0,-30.0,625.0,4250.0,-30.0,600.0,4225.0,0.0,625.0,4225.0,0.0,600.0,4250.0,0.0,625.0,4250.0,0.0,612.5,4237.5,-15.0,11S
c.1718,600.0,4250.0,-30.0,625.0,4250.0,-30.0,600.0,4275.0,-30.0,625.0,4275.0,-30.0,600.0,4250.0,0.0,625.0,4250.0,0.0,600.0,4275.0,0.0,625.0,4275.0,0.0,612.5,4262.5,-15.0,11S
c.1719,600.0,4275.0,-30.0,625.0,4275.0,-30.0,600.0,4300.0,-30.0,625.0,4300.0,-30.0,600.0,4275.0,0.0,625.0,4275.0,0.0,600.0,4300.0,0.0,625.0,4300.0,0.0,612.5,4287.5,-15.0,11S
c.1720,600.0,4300.0,-30.0,625.0,4300.0,-30.0,600.0,4325.0,-30.0,625.0,4325.0,-30.0,600.0,4300.0,0.0,625.0,4300.0,0.0,600.0,4325.0,0.0,625.0,4325.0,0.0,612.5,4312.5,-15.0,11S
c.1721,600.0,4325.0,-30.0,625.0,4325.0,-30.0,600.0,4350.0,-30.0,625.0,4350.0,-30.0,600.0,4325.0,0.0,625.0,4325.0,0.0,600.0,4350.0,0.0,625.0,4350.0,0.0,612.5,4337.5,-15.0,11S
c.1722,600.0,4350.0,-30.0,625.0,4350.0,-30.0,600.0,4375.0,-30.0,625.0,4375.0,-30.0,600.0,4350.0,0.0,625.0,4350.0,0.0,600.0,4375.0,0.0,625.0,4375.0,0.0,612.5,4362.5,-15.0,11S
c.1723,600.0,4375.0,-30.0,625.0,4375.0,-30.0,600.0,4400.0,-30.0,625.0,4400.0,-30.0,600.0,4375.0,0.0,625.0,4375.0,0.0,600.0,4400.0,0.0,625.0,4400.0,0.0,612.5,4387.5,-15.0,11S
c.1724,600.0,4400.0,-30.0,625.0,4400.0,-30.0,600.0,4425.0,-30.0,625.0,4425.0,-30.0,600.0,4400.0,0.0,625.0,4400.0,0.0,600.0,4425.0,0.0,625.0,4425.0,0.0,612.5,4412.5,-15.0,11S
c.1725,600.0,4425.0,-30.0,625.0,4425.0,-30.0,600.0,4450.0,-30.0,625.0,4450.0,-30.0,600.0,4425.0,0.0,625.0,4425.0,0.0,600.0,4450.0,0.0,625.0,4450.0,0.0,612.5,4437.5,-15.0,11S
c.1726,600.0,4450.0,-30.0,625.0,4450.0,-30.0,600.0,4475.0,-30.0,625.0,4475.0,-30.0,600.0,4450.0,0.0,625.0,4450.0,0.0,600.0,4475.0,0.0,625.0,4475.0,0.0,612.5,4462.5,-15.0,11S
c.1727,600.0,4475.0,-30.0,625.0,4475.0,-30.0,600.0,4500.0,-30.0,625.0,4500.0,-30.0,600.0,4475.0,0.0,625.0,4475.0,0.0,600.0,4500.0,0.0,625.0,4500.0,0.0,612.5,4487.5,-15.0,11S
c.1728,600.0,4500.0,-30.0,625.0,4500.0,-30.0,600.0,4525.0,-30.0,625.0,4525.0,-30.0,600.0,4500.0,0.0,625.0,4500.0,0.0,600.0,4525.0,0.0,625.0,4525.0,0.0,612.5,4512.5,-15.0,11S
c.1729,600.0,4525.0,-30.0,625.0,4525.0,-30.0,600.0,4550.0,-30.0,625.0,4550.0,-30.0,600.0,4525.0,0.0,625.0,4525.0,0.0,600.0,4550.0,0.0,625.0,4550.0,0.0,612.5,4537.5,-15.0,11S
c.1730,600.0,4550.0,-30.0,625.0,4550.0,-30.0,600.0,4575.0,-30.0,625.0,4575.0,-30.0,600.0,4550.0,0.0,625.0,4550.0,0.0,600.0,4575.0,0.0,625.0,4575.0,0.0,612.5,4562.5,-15.0,11S
c.1731,600.0,4575.0,-30.0,625.0,4575.0,-30.0,600.0,4600.0,-30.0,625.0,4600.0,-30.0,600.0,4575.0,0.0,625.0,4575.0,0.0,600.0,4600.0,0.0,625.0,4600.0,0.0,612.5,4587.5,-15.0,11S
c.1732,600.0,4600.0,-30.0,625.0,4600.0,-30.0,600.0,4625.0,-30.0,625.0,4625.0,-30.0,600.0,4600.0,0.0,625.0,4600.0,0.0,600.0,4625.0,0.0,625.0,4625.0,0.0,612.5,4612.5,-15.0,11S
c.1733,600.0,4625.0,-30.0,625.0,4625.0,-30.0,600.0,4650.0,-30.0,625.0,4650.0,-30.0,600.0,4625.0,0.0,625.0,4625.0,0.0,600.0,4650.0,0.0,625.0,4650.0,0.0,612.5,4637.5,-15.0,11S
c.1734,600.0,4650.0,-30.0,625.0,4650.0,-30.0,600.0,4675.0,-30.0,625.0,4675.0,-30.0,600.0,4650.0,0.0,625.0,4650.0,0.0,600.0,4675.0,0.0,625.0,4675.0,0.0,612.5,4662.5,-15.0,11S
c.1735,600.0,4675.0,-30.0,625.0,4675.0,-30.0,600.0,4700.0,-30.0,625.0,4700.0,-30.0,600.0,4675.0,0.0,625.0,4675.0,0.0,600.0,4700.0,0.0,625.0,4700.0,0.0,612.5,4687.5,-15.0,11S
c.1736,625.0,3300.0,-30.0,650.0,3300.0,-30.0,625.0,3325.0,-30.0,650.0,3325.0,-30.0,625.0,3300.0,0.0,650.0,3300.0,0.0,625.0,3325.0,0.0,650.0,3325.0,0.0,637.5,3312.5,-15.0,11S
c.1737,625.0,3325.0,-30.0,650.0,3325.0,-30.0,625.0,3350.0,-30.0,650.0,3350.0,-30.0,625.0,3325.0,0.0,650.0,3325.0,0.0,625.0,3350.0,0.0,650.0,3350.0,0.0,637.5,3337.5,-15.0,11S
c.1738,625.0,3350.0,-30.0,650.0,3350.0,-30.0,625.0,3375.0,-30.0,650.0,3375.0,-30.0,625.0,3350.0,0.0,650.0,3350.0,0.0,625.0,3375.0,0.0,650.0,3375.0,0.0,637.5,3362.5,-15.0,11S
c.1739,625.0,3375.0,-30.0,650.0,3375.0,-30.0,625.0,3400.0,-30.0,650.0,3400.0,-30.0,625.0,3375.0,0.0,650.0,3375.0,0.0,625.0,3400.0,0.0,650.0,3400.0,0.0,637.5,3387.5,-15.0,11S
c.1740,625.0,3400.0,-30.0,650.0,3400.0,-30.0,625.0,3425.0,-30.0,650.0,3425.0,-30.0,625.0,3400.0,0.0,650.0,3400.0,0.0,625.0,3425.0,0.0,650.0,3425.0,0.0,637.5,3412.5,-15.0,11S
c.1741,625.0,3425.0,-30.0,650.0,3425.0,-30.0,625.0,3450.0,-30.0,650.0,3450.0,-30.0,625.0,3425.0,0.0,650.0,3425.0,0.0,625.0,3450.0,0.0,650.0,3450.0,0.0,637.5,3437.5,-15.0,11S
c.1742,625.0,3450.0,-30.0,650.0,3450.0,-30.0,625.0,3475.0,-30.0,650.0,3475.0,-30.0,625.0,3450.0,0.0,650.0,3450.0,0.0,625.0,3475.0,0.0,650.0,3475.0,0.0,637.5,3462.5,-15.0,11S
c.1743,625.0,3475.0,-30.0,650.0,3475.0,-30.0,625.0,3500.0,-30.0,650.0,3500.0,-30.0,625.0,3475.0,0.0,650.0,3475.0,0.0,625.0,3500.0,0.0,650.0,3500.0,0.0,637.5,3487.5,-15.0,11S
c.1744,625.0,3500.0,-30.0,650.0,3500.0,-30.0,625.0,3525.0,-30.0,650.0,3525.0,-30.0,625.0,3500.0,0.0,650.0,3500.0,0.0,625.0,3525.0,0.0,650.0,3525.0,0.0,637.5,3512.5,-15.0,11S
c.1745,625.0,3525.0,-30.0,650.0,3525.0,-30.0,625.0,3550.0,-30.0,650.0,3550.0,-30.0,625.0,3525.0,0.0,650.0,3525.0,0.0,625.0,3550.0,0.0,650.0,3550.0,0.0,637.5,3537.5,-15.0,11S
c.1746,625.0,3550.0,-30.0,650.0,3550.0,-30.0,625.0,3575.0,-30.0,650.0,3575.0,-30.0,625.0,3550.0,0.0,650.0,3550.0,0.0,625.0,3575.0,0.0,650.0,3575.0,0.0,637.5,3562.5,-15.0,11S
c.1747,625.0,3575.0,-30.0,650.0,3575.0,-30.0,625.0,3600.0,-30.0,650.0,3600.0,-30.0,625.0,3575.0,0.0,650.0,3575.0,0.0,625.0,3600.0,0.0,650.0,3600.0,0.0,637.5,3587.5,-15.0,11S
c.1748,625.0,3600.0,-30.0,650.0,3600.0,-30.0,625.0,3625.0,-30.0,650.0,3625.0,-30.0,625.0,3600.0,0.0,650.0,3600.0,0.0,625.0,3625.0,0.0,650.0,3625.0,0.0,637.5,3612.5,-15.0,11S
c.1749,625.0,3625.0,-30.0,650.0,3625.0,-30.0,625.0,3650.0,-30.0,650.0,3650.0,-30.0,625.0,3625.0,0.0,650.0,3625.0,0.0,625.0,3650.0,0.0,650.0,3650.0,0.0,637.5,3637.5,-15.0,11S
c.1750,625.0,3650.0,-30.0,650.0,3650.0,-30.0,625.0,3675.0,-30.0,650.0,3675.0,-30.0,625.0,3650.0,0.0,650.0,3650.0,0.0,625.0,3675.0,0.0,650.0,3675.0,0.0,637.5,3662.5,-15.0,11S
c.1751,625.0,3675.0,-30.0,650.0,3675.0,-30.0,625.0,3700.0,-30.0,650.0,3700.0,-30.0,625.0,3675.0,0.0,650.0,3675.0,0.0,625.0,3700.0,0.0,650.0,3700.0,0.0,637.5,3687.5,-15.0,11S
c.1752,625.0,3700.0,-30.0,650.0,3700.0,-30.0,625.0,3725.0,-30.0,650.0,3725.0,-30.0,625.0,3700.0,0.0,650.0,3700.0,0.0,625.0,3725.0,0.0,650.0,3725.0,0.0,637.5,3712.5,-15.0,11S
c.1753,625.0,3725.0,-30.0,650.0,3725.0,-30.0,625.0,3750.0,-30.0,650.0,3750.0,-30.0,625.0,3725.0,0.0,650.0,3725.0,0.0,625.0,3750.0,0.0,650.0,3750.0,0.0,637.5,3737.5,-15.0,11S
c.1754,625.0,3750.0,-30.0,650.0,3750.0,-30.0,625.0,3775.0,-30.0,650.0,3775.0,-30.0,625.0,3750.0,0.0,650.0,3750.0,0.0,625.0,3775.0,0.0,650.0,3775.0,0.0,637.5,3762.5,-15.0,11S
c.1755,625.0,3775.0,-30.0,650.0,3775.0,-30.0,625.0,3800.0,-30.0,650.0,3800.0,-30.0,625.0,3775.0,0.0,650.0,3775.0,0.0,625.0,3800.0,0.0,650.0,3800.0,0.0,637.5,3787.5,-15.0,11S
c.1756,625.0,3800.0,-30.0,650.0,3800.0,-30.0,625.0,3825.0,-30.0,650.0,3825.0,-30.0,625.0,3800.0,0.0,650.0,3800.0,0.0,625.0,3825.0,0.0,650.0,3825.0,0.0,637.5,3812.5,-15.0,11S
c.1757,625.0,3825.0,-30.0,650.0,3825.0,-30.0,625.0,3850.0,-30.0,650.0,3850.0,-30.0,625.0,3825.0,0.0,650.0,3825.0,0.0,625.0,3850.0,0.0,650.0,3850.0,0.0,637.5,3837.5,-15.0,11S
c.1758,625.0,3850.0,-30.0,650.0,3850.0,-30.0,625.0,3875.0,-30.0,650.0,3875.0,-30.0,625.0,3850.0,0.0,650.0,3850.0,0.0,625.0,3875.0,0.0,650.0,3875.0,0.0,637.5,3862.5,-15.0,11S
c.1759,625.0,3875.0,-30.0,650.0,3875.0,-30.0,625.0,3900.0,-30.0,650.0,3900.0,-30.0,625.0,3875.0,0.0,650.0,3875.0,0.0,625.0,3900.0,0.0,650.0,3900.0,0.0,637.5,3887.5,-15.0,11S
c.1760,625.0,3900.0,-30.0,650.0,3900.0,-30.0,625.0,3925.0,-30.0,650.0,3925.0,-30.0,625.0,3900.0,0.0,650.0,3900.0,0.0,625.0,3925.0,0.0,650.0,3925.0,0.0,637.5,3912.5,-15.0,11S
c.1761,625.0,3925.0,-30.0,650.0,3925.0,-30.0,625.0,3950.0,-30.0,650.0,3950.0,-30.0,625.0,3925.0,0.0,650.0,3925.0,0.0,625.0,3950.0,0.0,650.0,3950.0,0.0,637.5,3937.5,-15.0,11S
c.1762,625.0,3950.0,-30.0,650.0,3950.0,-30.0,625.0,3975.0,-30.0,650.0,3975.0,-30.0,625.0,3950.0,0.0,650.0,3950.0,0.0,625.0,3975.0,0.0,650.0,3975.0,0.0,637.5,3962.5,-15.0,11S
c.1763,625.0,3975.0,-30.0,650.0,3975.0,-30.0,625.0,4000.0,-30.0,650.0,4000.0,-30.0,625.0,3975.0,0.0,650.0,3975.0,0.0,625.0,4000.0,0.0,650.0,4000.0,0.0,637.5,3987.5,-15.0,11S
c.1764,625.0,4000.0,-30.0,650.0,4000.0,-30.0,625.0,4025.0,-30.0,650.0,4025.0,-30.0,625.0,4000.0,0.0,650.0,4000.0,0.0,625.0,4025.0,0.0,650.0,4025.0,0.0,637.5,4012.5,-15.0,11S
c.1765,625.0,4025.0,-30.0,650.0,4025.0,-30.0,625.0,4050.0,-30.0,650.0,4050.0,-30.0,625.0,4025.0,0.0,650.0,4025.0,0.0,625.0,4050.0,0.0,650.0,4050.0,0.0,637.5,4037.5,-15.0,11S
c.1766,625.0,4050.0,-30.0,650.0,4050.0,-30.0,625.0,4075.0,-30.0,650.0,4075.0,-30.0,625.0,4050.0,0.0,650.0,4050.0,0.0,625.0,4075.0,0.0,650.0,4075.0,0.0,637.5,4062.5,-15.0,11S
c.1767,625.0,4075.0,-30.0,650.0,4075.0,-30.0,625.0,4100.0,-30.0,650.0,4100.0,-30.0,625.0,4075.0,0.0,650.0,4075.0,0.0,625.0,4100.0,0.0,650.0,4100.0,0.0,637.5,4087.5,-15.0,11S
c.1768,625.0,4100.0,-30.0,650.0,4100.0,-30.0,625.0,4125.0,-30.0,650.0,4125.0,-30.0,625.0,4100.0,0.0,650.0,4100.0,0.0,625.0,4125.0,0.0,650.0,4125.0,0.0,637.5,4112.5,-15.0,11S
c.1769,625.0,4125.0,-30.0,650.0,4125.0,-30.0,625.0,4150.0,-30.0,650.0,4150.0,-30.0,625.0,4125.0,0.0,650.0,4125.0,0.0,625.0,4150.0,0.0,650.0,4150.0,0.0,637.5,4137.5,-15.0,11S
c.1770,625.0,4150.0,-30.0,650.0,4150.0,-30.0,625.0,4175.0,-30.0,650.0,4175.0,-30.0,625.0,4150.0,0.0,650.0,4150.0,0.0,625.0,4175.0,0.0,650.0,4175.0,0.0,637.5,4162.5,-15.0,11S
c.1771,625.0,4175.0,-30.0,650.0,4175.0,-30.0,625.0,4200.0,-30.0,650.0,4200.0,-30.0,625.0,4175.0,0.0,650.0,4175.0,0.0,625.0,4200.0,0.0,650.0,4200.0,0.0,637.5,4187.5,-15.0,11S
c.1772,625.0,4200.0,-30.0,650.0,4200.0,-30.0,625.0,4225.0,-30.0,650.0,4225.0,-30.0,625.0,4200.0,0.0,650.0,4200.0,0.0,625.0,4225.0,0.0,650.0,4225.0,0.0,637.5,4212.5,-15.0,11S
c.1773,625.0,4225.0,-30.0,650.0,4225.0,-30.0,625.0,4250.0,-30.0,650.0,4250.0,-30.0,625.0,4225.0,0.0,650.0,4225.0,0.0,625.0,4250.0,0.0,650.0,4250.0,0.0,637.5,4237.5,-15.0,11S
c.1774,625.0,4250.0,-30.0,650.0,4250.0,-30.0,625.0,4275.0,-30.0,650.0,4275.0,-30.0,625.0,4250.0,0.0,650.0,4250.0,0.0,625.0,4275.0,0.0,650.0,4275.0,0.0,637.5,4262.5,-15.0,11S
c.1775,625.0,4275.0,-30.0,650.0,4275.0,-30.0,625.0,4300.0,-30.0,650.0,4300.0,-30.0,625.0,4275.0,0.0,650.0,4275.0,0.0,625.0,4300.0,0.0,650.0,4300.0,0.0,637.5,4287.5,-15.0,11S
c.1776,625.0,4300.0,-30.0,650.0,4300.0,-30.0,625.0,4325.0,-30.0,650.0,4325.0,-30.0,625.0,4300.0,0.0,650.0,4300.0,0.0,625.0,4325.0,0.0,650.0,4325.0,0.0,637.5,4312.5,-15.0,11S
c.1777,625.0,4325.0,-30.0,650.0,4325.0,-30.0,625.0,4350.0,-30.0,650.0,4350.0,-30.0,625.0,4325.0,0.0,650.0,4325.0,0.0,625.0,4350.0,0.0,650.0,4350.0,0.0,637.5,4337.5,-15.0,11S
c.1778,625.0,4350.0,-30.0,650.0,4350.0,-30.0,625.0,4375.0,-30.0,650.0,4375.0,-30.0,625.0,4350.0,0.0,650.0,4350.0,0.0,625.0,4375.0,0.0,650.0,4375.0,0.0,637.5,4362.5,-15.0,11S
c.1779,625.0,4375.0,-30.0,650.0,4375.0,-30.0,625.0,4400.0,-30.0,650.0,4400.0,-30.0,625.0,4375.0,0.0,650.0,4375.0,0.0,625.0,4400.0,0.0,650.0,4400.0,0.0,637.5,4387.5,-15.0,11S
c.1780,625.0,4400.0,-30.0,650.0,4400.0,-30.0,625.0,4425.0,-30.0,650.0,4425.0,-30.0,625.0,4400.0,0.0,650.0,4400.0,0.0,625.0,4425.0,0.0,650.0,4425.0,0.0,637.5,4412.5,-15.0,11S
c.1781,625.0,4425.0,-30.0,650.0,4425.0,-30.0,625.0,4450.0,-30.0,650.0,4450.0,-30.0,625.0,4425.0,0.0,650.0,4425.0,0.0,625.0,4450.0,0.0,650.0,4450.0,0.0,637.5,4437.5,-15.0,11S
c.1782,625.0,4450.0,-30.0,650.0,4450.0,-30.0,625.0,4475.0,-30.0,650.0,4475.0,-30.0,625.0,4450.0,0.0,650.0,4450.0,0.0,625.0,4475.0,0.0,650.0,4475.0,0.0,637.5,4462.5,-15.0,11S
c.1783,625.0,4475.0,-30.0,650.0,4475.0,-30.0,625.0,4500.0,-30.0,650.0,4500.0,-30.0,625.0,4475.0,0.0,650.0,4475.0,0.0,625.0,4500.0,0.0,650.0,4500.0,0.0,637.5,4487.5,-15.0,11S
c.1784,625.0,4500.0,-30.0,650.0,4500.0,-30.0,625.0,4525.0,-30.0,650.0,4525.0,-30.0,625.0,4500.0,0.0,650.0,4500.0,0.0,625.0,4525.0,0.0,650.0,4525.0,0.0,637.5,4512.5,-15.0,11S
c.1785,625.0,4525.0,-30.0,650.0,4525.0,-30.0,625.0,4550.0,-30.0,650.0,4550.0,-30.0,625.0,4525.0,0.0,650.0,4525.0,0.0,625.0,4550.0,0.0,650.0,4550.0,0.0,637.5,4537.5,-15.0,11S
c.1786,625.0,4550.0,-30.0,650.0,4550.0,-30.0,625.0,4575.0,-30.0,650.0,4575.0,-30.0,625.0,4550.0,0.0,650.0,4550.0,0.0,625.0,4575.0,0.0,650.0,4575.0,0.0,637.5,4562.5,-15.0,11S
c.1787,625.0,4575.0,-30.0,650.0,4575.0,-30.0,625.0,4600.0,-30.0,650.0,4600.0,-30.0,625.0,4575.0,0.0,650.0,4575.0,0.0,625.0,4600.0,0.0,650.0,4600.0,0.0,637.5,4587.5,-15.0,11S
c.1788,625.0,4600.0,-30.0,650.0,4600.0,-30.0,625.0,4625.0,-30.0,650.0,4625.0,-30.0,625.0,4600.0,0.0,650.0,4600.0,0.0,625.0,4625.0,0.0,650.0,4625.0,0.0,637.5,4612.5,-15.0,11S
c.1789,625.0,4625.0,-30.0,650.0,4625.0,-30.0,625.0,4650.0,-30.0,650.0,4650.0,-30.0,625.0,4625.0,0.0,650.0,4625.0,0.0,625.0,4650.0,0.0,650.0,4650.0,0.0,637.5,4637.5,-15.0,11S
c.1790,625.0,4650.0,-30.0,650.0,4650.0,-30.0,625.0,4675.0,-30.0,650.0,4675.0,-30.0,625.0,4650.0,0.0,650.0,4650.0,0.0,625.0,4675.0,0.0,650.0,4675.0,0.0,637.5,4662.5,-15.0,11S
c.1791,625.0,4675.0,-30.0,650.0,4675.0,-30.0,625.0,4700.0,-30.0,650.0,4700.0,-30.0,625.0,4675.0,0.0,650.0,4675.0,0.0,625.0,4700.0,0.0,650.0,4700.0,0.0,637.5,4687.5,-15.0,11S
c.1792,650.0,3300.0,-30.0,675.0,3300.0,-30.0,650.0,3325.0,-30.0,675.0,3325.0,-30.0,650.0,3300.0,0.0,675.0,3300.0,0.0,650.0,3325.0,0.0,675.0,3325.0,0.0,662.5,3312.5,-15.0,11S
c.1793,650.0,3325.0,-30.0,675.0,3325.0,-30.0,650.0,3350.0,-30.0,675.0,3350.0,-30.0,650.0,3325.0,0.0,675.0,3325.0,0.0,650.0,3350.0,0.0,675.0,3350.0,0.0,662.5,3337.5,-15.0,11S
c.1794,650.0,3350.0,-30.0,675.0,3350.0,-30.0,650.0,3375.0,-30.0,675.0,3375.0,-30.0,650.0,3350.0,0.0,675.0,3350.0,0.0,650.0,3375.0,0.0,675.0,3375.0,0.0,662.5,3362.5,-15.0,11S
c.1795,650.0,3375.0,-30.0,675.0,3375.0,-30.0,650.0,3400.0,-30.0,675.0,3400.0,-30.0,650.0,3375.0,0.0,675.0,3375.0,0.0,650.0,3400.0,0.0,675.0,3400.0,0.0,662.5,3387.5,-15.0,11S
c.1796,650.0,3400.0,-30.0,675.0,3400.0,-30.0,650.0,3425.0,-30.0,675.0,3425.0,-30.0,650.0,3400.0,0.0,675.0,3400.0,0.0,650.0,3425.0,0.0,675.0,3425.0,0.0,662.5,3412.5,-15.0,11S
c.1797,650.0,3425.0,-30.0,675.0,3425.0,-30.0,650.0,3450.0,-30.0,675.0,3450.0,-30.0,650.0,3425.0,0.0,675.0,3425.0,0.0,650.0,3450.0,0.0,675.0,3450.0,0.0,662.5,3437.5,-15.0,11S
c.1798,650.0,3450.0,-30.0,675.0,3450.0,-30.0,650.0,3475.0,-30.0,675.0,3475.0,-30.0,650.0,3450.0,0.0,675.0,3450.0,0.0,650.0,3475.0,0.0,675.0,3475.0,0.0,662.5,3462.5,-15.0,11S
c.1799,650.0,3475.0,-30.0,675.0,3475.0,-30.0,650.0,3500.0,-30.0,675.0,3500.0,-30.0,650.0,3475.0,0.0,675.0,3475.0,0.0,650.0,3500.0,0.0,675.0,3500.0,0.0,662.5,3487.5,-15.0,11S
c.1800,650.0,3500.0,-30.0,675.0,3500.0,-30.0,650.0,3525.0,-30.0,675.0,3525.0,-30.0,650.0,3500.0,0.0,675.0,3500.0,0.0,650.0,3525.0,0.0,675.0,3525.0,0.0,662.5,3512.5,-15.0,11S
c.1801,650.0,3525.0,-30.0,675.0,3525.0,-30.0,650.0,3550.0,-30.0,675.0,3550.0,-30.0,650.0,3525.0,0.0,675.0,3525.0,0.0,650.0,3550.0,0.0,675.0,3550.0,0.0,662.5,3537.5,-15.0,11S
c.1802,650.0,3550.0,-30.0,675.0,3550.0,-30.0,650.0,3575.0,-30.0,675.0,3575.0,-30.0,650.0,3550.0,0.0,675.0,3550.0,0.0,650.0,3575.0,0.0,675.0,3575.0,0.0,662.5,3562.5,-15.0,11S
